Nome,Aeroporto,Cartões aceitos,Comodidades,Completude,Descrição,Dias da semana,Falta,Foto de capa,Galeria,Horário,IATA,ID Supabase,Núm. fotos,País,Prioridade,Status curadoria,Tempo máx permanência,Terminal,Website,Última atualização banco
Aegean Business Lounge ATH,"ATH · Atenas, Grécia",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque non-Schengen,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/af/Iberia_Airbus_A350-941XWB_EC-NDR_departing_JFK_Airport.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Iberia_Airbus_A350-941XWB_EC-NDR_departing_JFK_Airport.jpg,05:00-22:00,ATH,317439b5-b000-420e-9f20-3f3641eea18d,1,Grécia,Baixa,Pendente,,Main Terminal,,22 de maio de 2026
Etihad Premium Lounge AUH,"AUH · Abu Dhabi, Emirados Árabes Unidos",Priority Pass,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Vista, Wi-Fi",60,Business/First Etihad,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/d4/SVPI_Airport%2C_Ahmedabad.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/SVPI_Airport%2C_Ahmedabad.jpg,24h,AUH,bc8923fa-f22f-4c07-a163-fa9c5affad7e,1,Emirados Árabes Unidos,Baixa,Pendente,,Terminal A,,22 de maio de 2026
Sala VIP Cuiabá,"CGB · Cuiabá/Marechal Rondon, Desconhecido","DragonPass, Visa Airport Companion","Ar condicionado, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CGB,c80057e7-0589-463b-9798-0816bfc8f663,0,Desconhecido,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
LATAM VIP Lounge CNF,"CNF · Belo Horizonte, Brasil","Latampass Black, OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Centro de negócios, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CNF,728d33ac-ce4a-43d6-ad8e-2cf55cc9fe55,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
Sala VIP Belém,"BEL · Belém, Brasil","DragonPass, Mastercard Airport Experiences, Visa Airport Companion","Ar condicionado, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,BEL,ee6cfff7-7ad9-4f5c-9ae1-9b438c3bb372,0,Brasil,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
Sala VIP Miró BCN T1,"BCN · Barcelona, Espanha","LoungeKey, Priority Pass","Ar condicionado, Bar, Centro de negócios, Comida, Wi-Fi",50,Embarque Schengen,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,BCN,f85a11c5-ba2d-400e-b73d-c6274ddbc340,0,Espanha,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
Brussels Airlines THE LOFT BRU,"BRU · Bruxelas, Bélgica",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque non-Schengen,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,BRU,5e542584-24af-4baa-874e-51878fea0682,0,Bélgica,Baixa,Pendente,,Terminal A,,22 de maio de 2026
W Premium Lounge · Cuiabá,"CGB · Aeroporto Internacional Marechal Rondon · Cuiabá, Desconhecido","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,"Mezanino, próximo ao embarque",,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00–22:00,CGB,210ea259-eff2-41d3-9b5a-228ced5a8ae5,0,Desconhecido,Baixa,Pendente,,Terminal Único,,23 de maio de 2026
W Premium Lounge · Campo Grande,"CGR · Aeroporto Internacional de Campo Grande, Desconhecido","DragonPass, LoungeKey, Mastercard Airport Experiences","Ar condicionado, Comida, Wi-Fi",50,Próximo aos portões de embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,06:00–21:00,CGR,36721cfa-6291-475e-9c03-845a30115148,0,Desconhecido,Baixa,Pendente,,Terminal Único,,23 de maio de 2026
Swiss Business Lounge A,"ZRH · Zurique, Suíça",,,20,"Gates A, Level 2 (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,,ZRH,c1a515fc-4822-4c37-a3ce-6584ba308bfa,1,Suíça,Média,Pendente,,,http://www.swiss.com,26 de maio de 2026
Plaza Premium Lounge BSB,"BSB · Brasília, Brasil","DragonPass, LoungeKey, Mastercard Airport Experiences, Plaza Premium, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,BSB,95887018-ec56-4823-86d2-273c7b58a82f,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
SWISS Senator Lounge E,"ZRH · Zurique, Suíça",,,20,"Gates E (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,,ZRH,b5703d13-1530-4ba7-ab1b-3c18ed6ec75a,1,Suíça,Média,Pendente,,,https://www.swiss.com/ch/en/fly/airport/lounges/lounges-zurich,26 de maio de 2026
Menzies Aviation Lounge ARN,"ARN · Estocolmo, Suécia","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,ARN,c3b98bc9-9b53-45ab-8c6c-730d6c163224,0,Suécia,Baixa,Pendente,,Terminal 5,,22 de maio de 2026
BRB Lounge · Campo Grande,"CGR · Aeroporto Internacional de Campo Grande, Desconhecido","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,"Piso superior, área de embarque",,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00–22:00,CGR,2f991eb8-6413-452f-864c-754239589cce,0,Desconhecido,Baixa,Pendente,,Terminal Único,,23 de maio de 2026
American Express Centurion Lounge BOS,"BOS · Boston, Estados Unidos","Amex Centurion, Amex Platinum","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,BOS,ed5ba45c-d91d-4cb4-8465-c7ca501c29bb,0,Estados Unidos,Baixa,Pendente,,Terminal B,,22 de maio de 2026
Ahlein Lounge CAI,"CAI · Cairo, Egito","DragonPass, LoungeKey, Priority Pass","Ar condicionado, Bar, Comida, Sala de orações, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,24h,CAI,2462d9ce-7ee7-48bf-affb-98443391406f,0,Egito,Baixa,Pendente,,Terminal 2,,22 de maio de 2026
Living Heineken (HNK) CNF,"CNF · Belo Horizonte, Brasil","DragonPass, Heineken Voucher, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,Área de embarque | Voucher: Voucher de consumo,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,CNF,8a834ea2-bc79-4bdc-99a5-4718c64fef21,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
MasterCard Business Lounge BUD,"BUD · Budapeste, Hungria","LoungeKey, Mastercard Airport Experiences, Priority Pass","Ar condicionado, Bar, Comida, Wi-Fi",60,Embarque,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/2/21/Gatwick_Airport_%2850850159593%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Gatwick_Airport_%2850850159593%29.jpg,05:00-22:00,BUD,0a4d44a4-5e88-40aa-a9fe-95a4bfc71f82,1,Hungria,Baixa,Pendente,,Terminal 2A,,22 de maio de 2026
Garuda Indonesia Business Lounge CGK,"CGK · Jakarta, Indonésia",SkyTeam Elite Plus,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/2/28/Soekarno-Hatta_Airport_aerial_view.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Soekarno-Hatta_Airport_aerial_view.jpg,05:00-23:00,CGK,9d8d4fc9-3a59-46b4-8476-1130b3dd98e9,1,Indonésia,Baixa,Pendente,,Terminal 3,,22 de maio de 2026
Living Heineken (HNK) BSB,"BSB · Brasília, Brasil","DragonPass, Heineken Voucher, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,Área de embarque | Voucher: Voucher de consumo,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,BSB,7d9c83c5-b881-4d52-a2d9-0457c52701b3,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
Miracle Lounge BKK,"BKK · Bangkok, Tailândia","DragonPass, LoungeKey, Priority Pass","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Lounge pago,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,24h,BKK,0e840ead-8c04-441e-9cef-99bf057e2bc3,0,Tailândia,Baixa,Pendente,,Multiple concourses,,22 de maio de 2026
GVK Lounge BOM T2,"BOM · Mumbai, Índia","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/8/8e/Chhatrapati_Shivaji_International_Airport_3.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Chhatrapati_Shivaji_International_Airport_3.jpg,24h,BOM,df5d5f86-185f-4b7b-b81e-027825ff9ebc,1,Índia,Baixa,Pendente,,Terminal 2,,22 de maio de 2026
Primeclass Lounge,"ZRH · Zurique, Suíça",,,10,"Gates E (ZRH Airport), 8302 Kloten",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,ZRH,c06b4a97-1424-4936-a17b-10d93f92cb03,0,Suíça,Média,Pendente,,,,26 de maio de 2026
American Express Centurion Lounge ATL,"ATL · Atlanta/Hartsfield-Jackson, Estados Unidos","Amex Centurion, Amex Platinum","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,ATL,fa0783c4-9890-491c-a8f6-82264d58b189,0,Estados Unidos,Baixa,Pendente,,Concourse B,,22 de maio de 2026
Sala VIP Campo Grande,"CGR · Campo Grande Intl, Desconhecido","DragonPass, Visa Airport Companion","Ar condicionado, Comida, Wi-Fi",60,Embarque doméstico,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/1/10/Rimini_airport_terminal_2018.JPG,https://upload.wikimedia.org/wikipedia/commons/1/10/Rimini_airport_terminal_2018.JPG,05:00-22:00,CGR,08a4b257-2968-49aa-97e8-5d413db6924e,1,Desconhecido,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
SWISS First Lounge E,"ZRH · Zurique, Suíça",,,20,"Gates E (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,,ZRH,637d942f-6984-4c80-8331-828b5b237e01,1,Suíça,Média,Pendente,,,https://www.swiss.com/ch/EN/fly/airport/lounges,26 de maio de 2026
Swiss Alpine Lounge,"ZRH · Zurique, Suíça",,,20,"Gates A (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/93/Le_Constellation_-_2_janvier_2026.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Le_Constellation_-_2_janvier_2026.jpg,,ZRH,8cdbb635-9634-4fa2-ae9e-2b212d3cf78d,1,Suíça,Média,Pendente,,,,26 de maio de 2026
Royal Orchid Spa & Lounge BKK,"BKK · Bangkok, Tailândia",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",50,Thai Airways First Class com spa,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,24h,BKK,f9b19274-9ca5-4fe6-9d15-da483147e204,0,Tailândia,Baixa,Pendente,,Concourse F,,22 de maio de 2026
Sala VIP Pau Casals BCN T1,"BCN · Barcelona, Espanha","LoungeKey, OneWorld Emerald, OneWorld Sapphire, Priority Pass","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque internacional,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,BCN,405c74f6-fd66-4c87-8118-fe9300651b29,0,Espanha,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
Goldair Handling Lounge ATH,"ATH · Atenas, Grécia","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,ATH,ce35a13e-dee8-4a10-9844-12decb806975,0,Grécia,Baixa,Pendente,,Main Terminal,,22 de maio de 2026
Sala VIP Smiles Diamante BSB,"BSB · Brasília, Brasil",Smiles Diamante,"Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,BSB,6430d4ac-dffd-4838-b872-556fe65cd1ee,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
LATAM VIP Lounge BSB,"BSB · Brasília, Brasil","Latampass Black, OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Centro de negócios, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,BSB,e91f2f24-11db-418a-a8f0-3eff475b0df0,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
Delta Sky Club ATL F,"ATL · Atlanta/Hartsfield-Jackson, Estados Unidos",SkyTeam Elite Plus,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/2/2b/ATL%281%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2b/ATL%281%29_%28cropped%29.jpg,05:00-23:00,ATL,1fbb3008-78b2-4468-8970-2f702a145aa3,1,Estados Unidos,Baixa,Pendente,,Terminal F (Intl),,22 de maio de 2026
Plaza Premium Lounge CNF,"CNF · Belo Horizonte, Brasil","DragonPass, LoungeKey, Plaza Premium, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CNF,e2ad2b96-6095-44c8-b7c2-a9f3a1a1faae,0,Brasil,Baixa,Pendente,,Terminal 1,,22 de maio de 2026
SWISS First Lounge A,"ZRH · Zurique, Suíça",,,20,"Gates A, Level 2 (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,,ZRH,5a5a3809-2e7c-4a40-9c4f-c338d7ab841b,1,Suíça,Média,Pendente,,,http://www.swiss.com,26 de maio de 2026
SWISS Senator Lounge A,"ZRH · Zurique, Suíça",,,20,"Gates A (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,,ZRH,ecc5d41f-ebb6-4d98-9dc6-6882d0049cab,1,Suíça,Média,Pendente,,,http://swiss.com,26 de maio de 2026
Sala VIP Aracaju,"AJU · Aracaju/Santa Maria, Desconhecido","DragonPass, Visa Airport Companion","Ar condicionado, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,AJU,356c8aa1-6e68-4f18-82b8-810e5a375c92,0,Desconhecido,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
Sala VIP Azul · Cuiabá,"CGB · Aeroporto Internacional Marechal Rondon · Cuiabá, Desconhecido","LoungeKey, Tudoazul Diamante","Comida, Wi-Fi",50,Área de embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,06:00–20:00,CGB,bfdf541a-e6b5-4469-abfa-b5b8825ebe85,0,Desconhecido,Baixa,Pendente,,Terminal Único,,23 de maio de 2026
SAS Gold Lounge ARN,"ARN · Estocolmo, Suécia",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque non-Schengen,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/0/0a/Scandinavian_Airlines_System_%2849606868433%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Scandinavian_Airlines_System_%2849606868433%29.jpg,05:00-22:00,ARN,393feee3-3c7f-479d-9b76-78aa5ec137be,1,Suécia,Baixa,Pendente,,Terminal 5,,22 de maio de 2026
SWISS Business Lounge E,"ZRH · Zurique, Suíça",,,20,"Gates E (ZRH Airport), 8302 Kloten",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,,ZRH,12d0c66f-8c13-41c8-b122-2755a9972dd9,1,Suíça,Média,Pendente,,,https://loungereview.com/lounges/swiss-business-lounge-zrh-e/,26 de maio de 2026
SWISS Arrival Lounge,"ZRH · Zurique, Suíça",,,20,"Arrival 2 (ZRH Airport), 8058 Zürich-Flughafen",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Aerial_view_of_the_Zurich_Airport%2C_April_2019.jpg,,ZRH,e13b76a5-79d6-4e3c-a55f-47a87aca4b9e,1,Suíça,Média,Pendente,,,http://www.swiss.com,26 de maio de 2026
Sala VIP Buquebus AEP,"AEP · Buenos Aires/Jorge Newbery, Argentina","LoungeKey, Priority Pass","Ar condicionado, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,AEP,af292a06-66c0-4ff5-98ea-af9b1a818c73,0,Argentina,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
SAS Lounge CPH,"CPH · Copenhague, Dinamarca",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque internacional non-Schengen,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/0/0a/Scandinavian_Airlines_System_%2849606868433%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Scandinavian_Airlines_System_%2849606868433%29.jpg,05:00-22:00,CPH,98a65215-948c-4e74-976b-d88677112bd9,1,Dinamarca,Baixa,Pendente,,Terminal 3,,22 de maio de 2026
Living Heineken (HNK) CWB,"CWB · Curitiba, Brasil","DragonPass, Heineken Voucher, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,Área de embarque | Voucher: Voucher de consumo,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,CWB,0ebb885f-9c9b-4dc0-bd45-8e75a734ced1,0,Brasil,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
Al Mourjan Business Lounge DOH,"DOH · Doha, Catar","OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Nap, Sala de orações, Vista, Wi-Fi",60,Embarque internacional Qatar Airways Business,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/a/a3/Hamad_International_Airport_Qatar.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Hamad_International_Airport_Qatar.jpg,24h,DOH,e1933137-56d6-4f80-bd1d-6bd49edc4fde,1,Catar,Baixa,Pendente,,Main Terminal,,22 de maio de 2026
Al Maha Lounge DOH (Premium),"DOH · Doha, Catar","DragonPass, LoungeKey, Priority Pass","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",50,Lounge premium pago/Priority Pass,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,24h,DOH,ecd8a990-be28-40b1-9439-880e59b38b48,0,Catar,Baixa,Pendente,,Main Terminal,,22 de maio de 2026
American Express Centurion Lounge DFW,"DFW · Dallas/Fort Worth, Estados Unidos","Amex Centurion, Amex Platinum","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,05:00-22:00,DFW,66d58269-2e1e-44cb-9b37-176c5a95b347,1,Estados Unidos,Baixa,Pendente,,Terminal D,,22 de maio de 2026
Aspire Lounge CPH,"CPH · Copenhague, Dinamarca","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque internacional,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CPH,719708e6-206a-4c37-91b6-3f2c33d9a466,0,Dinamarca,Baixa,Pendente,,Terminal 2,,22 de maio de 2026
Bidvest Premier Lounge CPT,"CPT · Cidade do Cabo, África do Sul","DragonPass, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Comida, Vista, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CPT,2217fec0-fb6a-4961-bf8e-a5898fb0ffaa,0,África do Sul,Baixa,Pendente,,Terminal A,,22 de maio de 2026
Oryx Lounge DOH,"DOH · Doha, Catar","DragonPass, LoungeKey, Priority Pass","Ar condicionado, Bar, Chuveiro, Comida, Sala de orações, Wi-Fi",60,Lounge pago para passageiros economy,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/4/47/Qatar_Doha_International_Airport%2C_Aircraft%2C_Qatar.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Qatar_Doha_International_Airport%2C_Aircraft%2C_Qatar.jpg,24h,DOH,845e0e19-1436-4199-8ba7-c415031ae640,1,Catar,Baixa,Pendente,,Main Terminal,,22 de maio de 2026
Capital One Lounge DFW,"DFW · Dallas/Fort Worth, Estados Unidos","Capital One Lounges, Priority Pass","Ar condicionado, Bar, Centro de negócios, Comida, Vista, Wi-Fi",60,Embarque,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/3/39/American_Airlines_Boeing_777-300ER_%282-1_crop%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/American_Airlines_Boeing_777-300ER_%282-1_crop%29.jpg,05:30-22:00,DFW,b88353ff-f358-4f45-ab23-c7302718e5bb,1,Estados Unidos,Baixa,Pendente,,Terminal D,,22 de maio de 2026
Air India Maharajah Lounge DEL,"DEL · Agra, Índia",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",60,Embarque internacional First/Business,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/4/45/VT-JRF_%40_JFK%2C_2024-11-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/VT-JRF_%40_JFK%2C_2024-11-04.png,24h,DEL,e62bfd6b-a924-4b83-910d-2abbf4430e1b,1,Índia,Baixa,Pendente,,Terminal 3,,22 de maio de 2026
Plaza Premium Lounge DEL T3,"DEL · Agra, Índia","DragonPass, LoungeKey, Plaza Premium, Priority Pass","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Sala de orações, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,24h,DEL,f5fb3f8b-ce3a-4de0-a62b-f09f40126618,1,Índia,Baixa,Pendente,,Terminal 3,,22 de maio de 2026
LATAM VIP Lounge CWB,"CWB · Curitiba, Brasil","Latampass Black, OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,CWB,6e75cb4b-e00b-4751-8884-30e863692f38,0,Brasil,Baixa,Pendente,,Terminal Único,,22 de maio de 2026
